Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Operations
618297,"July 31, 2016",Alabama,Birmingham (Homewood),1301 Lakeshore Dr.,1,0,N/A
618188,"July 31, 2016",Texas,Houston,300 block of De Haven St,1,0,N/A
613826,"July 26, 2016",Texas,Houston,9700 block of Shady Tree Ln,1,0,N/A
609669,"July 20, 2016",Georgia,Macon,113 Horseshoe Bend,1,0,N/A
606175,"July 18, 2016",South Carolina,Gaston,2400 block of Glenn Road,1,0,N/A
604190,"July 16, 2016",Ohio,Cincinnati,6200 block of Chandler Street,1,0,N/A
603807,"July 15, 2016",Florida,Port Orange,829 Hudson Lane,1,0,N/A
603424,"July 14, 2016",Alabama,Leighton,1500 block of Hwy 157,1,0,N/A
603253,"July 14, 2016",Colorado,Steamboat Springs,N/A,1,0,N/A
601037,"July 11, 2016",Texas,Avinger,Monica Dr,1,0,N/A
598141,"July 8, 2016",Michigan,Alma,Penrith Avenue,1,0,N/A
596221,"July 3, 2016",Kentucky,Lowmansville,July Drive,1,0,N/A
596989,"July 2, 2016",California,Lemoore,800 block of Dogwood Avenue,1,0,N/A
593165,"July 1, 2016",Tennessee,Clarksville,874 Samantha Lane,1,0,N/A
588009,"June 25, 2016",New Jersey,East Orange,112 Norman Street,1,0,N/A
586609,"June 23, 2016",Pennsylvania,Philadelphia,1800 block of N 20th Street,1,0,N/A
583179,"June 17, 2016",Iowa,Elgin,210 Main St,1,0,N/A
571874,"June 3, 2016",Colorado,Aurora,1575 Galena Street,1,0,N/A
566171,"May 26, 2016",Virginia,Roanoke,2000 block of Carroll Avenue NW,1,0,N/A
563086,"May 21, 2016",Louisiana,La Place (Laplace),19 Country Club Dr,1,0,N/A
563091,"May 20, 2016",Illinois,Barry,186 E 2700th St,1,0,N/A
563093,"May 20, 2016",Alabama,Horton,Welcome Home Church Road,1,0,N/A
557852,"May 12, 2016",Ohio,Hilliard,5100 block of Scioto Darby Road,1,0,N/A
556993,"May 10, 2016",Michigan,Detroit,19700 block of Oakfield Street,1,0,N/A
551746,"May 1, 2016",Indiana,Indianapolis,Gale and Vermont,1,0,N/A
548527,"April 26, 2016",Georgia,Dallas,Camp Circle and Dallas Acworth Highway,1,0,N/A
548577,"April 26, 2016",Wisconsin,Milwaukee,WI-175 and W Vliet St,1,0,N/A
546407,"April 22, 2016",Louisiana,Natchitoches,600 block of Sabine Alley,1,0,N/A
545007,"April 21, 2016",Missouri,Kansas City,2600 block of Lawn Avenue,1,0,N/A
544535,"April 20, 2016",Indiana,Indianapolis,5200 block of Alameda Road,1,0,N/A
541769,"April 16, 2016",Pennsylvania,Philadelphia,200 block of E. Mayfield Street,1,0,N/A
525486,"March 20, 2016",Illinois,Chicago (Englewood),6700 block of S. Aberdeen St.,1,0,N/A
525944,"March 19, 2016",Texas,Palestine,300 block of Anderson County Road 1370,1,0,N/A
520688,"March 11, 2016",Georgia,Norcross,4900 block of Appaloosa Trail,1,0,N/A
514796,"March 1, 2016",Florida,Sanford,Highlawn Avenue,1,0,N/A
513613,"February 29, 2016",Tennessee,Apison,4724 Gates Lane,1,0,N/A
512274,"February 26, 2016",Indiana,Sunman,Van Wedding Road,1,0,N/A
509417,"February 21, 2016",Indiana,Hartsville,200 block of Clinton Street,1,0,N/A
515064,"February 21, 2016",Florida,Fountain,11601 Nonawood Road,1,0,N/A
506467,"February 16, 2016",Texas,Lubbock,2538 71st St,1,0,N/A
501023,"February 6, 2016",Alabama,Birmingham (Irondale),2359 Monroe Dr,1,0,N/A
495938,"January 30, 2016",Maryland,Baltimore,400 block of N. Athol Avenue,1,0,N/A
492381,"January 25, 2016",Tennessee,Crossville,2009 N Main St,1,0,N/A
491914,"January 23, 2016",Alaska,Iliamna (Kokhanok),N/A,1,0,N/A
489273,"January 20, 2016",Michigan,Flint,1300 block of Columbia Lane,1,0,N/A
488677,"January 20, 2016",Louisiana,New Orleans,5600 block of Red Maple Drive,1,0,N/A
487996,"January 19, 2016",Texas,Cypress,15400 block of Redbud Berry Way,1,0,N/A
482868,"January 10, 2016",North Carolina,Lumberton,2200 block of Martin Luther King Jr. Drive,1,0,N/A
482388,"January 9, 2016",Kentucky,Louisville,400 block of N. 34th Street,1,0,N/A
479293,"January 4, 2016",Tennessee,Memphis,1400 block of Briercrest Lane,2,1,N/A
479359,"January 4, 2016",Colorado,Trinidad,806 E. Goddard Avenue,1,0,N/A
474960,"December 28, 2015",Alaska,Bethel,N/A,1,0,N/A
463630,"December 11, 2015",Kansas,South Hutchinson,107 East Avenue B,1,0,N/A
462233,"December 9, 2015",Texas,Dallas,4900 block of South Buckner Boulevard,1,0,N/A
469236,"December 4, 2015",Utah,Orem,N/A,1,0,N/A
454770,"November 28, 2015",New York,Rome,519 West Dominick,1,0,N/A
454699,"November 28, 2015",Georgia,Atlanta,1041 Martin Street SE,1,0,N/A
451245,"November 21, 2015",Tennessee,Goodlettsville,452 Moss Trail,1,0,N/A
449691,"November 18, 2015",Arkansas,Little Rock,3401 Lamar Street,1,0,N/A
448947,"November 17, 2015",Arkansas,Benton,Nelson Court,1,0,N/A
448110,"November 15, 2015",South Carolina,Rock Hill,Amelia Avenue,1,0,N/A
446006,"November 11, 2015",Georgia,Jackson,500 block of Carr Avenue,1,0,N/A
444725,"November 9, 2015",Michigan,Detroit,6600 block of Barton Street,1,0,N/A
438178,"October 27, 2015",Georgia,Acworth,1059 Athena Court,1,0,N/A
436814,"October 26, 2015",North Carolina,Hendersonville,158 Golden Eagle Way,1,0,N/A
432540,"October 17, 2015",Georgia,Dallas,400 block of Fairview Drive,1,1,N/A
432413,"October 17, 2015",Illinois,Chicago,1000 block of N Francisco Ave,1,0,N/A
428562,"October 10, 2015",Utah,Hyrum,N/A,1,0,N/A
425620,"October 2, 2015",Ohio,Carrollton,8400 block of Bay Road,1,0,N/A
406848,"September 2, 2015",Illinois,Chicago,7400 block of South St. Lawrence Avenue,1,0,N/A
405666,"September 1, 2015",Pennsylvania,Pittsburgh,1600 block of Sandusky Ct,1,0,N/A
401223,"August 25, 2015",Missouri,Saint Louis,7700 block of Utica Dr,1,0,N/A
401091,"August 23, 2015",Virginia,Hardy,Heatherton Lane,1,0,N/A
397214,"August 18, 2015",Alabama,Birmingham (Hoover),990 Wisteria Pl,1,0,N/A
396207,"August 16, 2015",Georgia,Douglas,255 Cutter Rd,1,0,N/A
388583,"August 5, 2015",Alaska,Anchorage,4000 block of Olympic Terrace Circle,1,0,N/A
386699,"August 3, 2015",Michigan,Detroit,16000 block of Eastwood Street,1,0,N/A
386898,"August 3, 2015",Texas,Longview,2500 block of North Eastman Road,1,0,N/A
384676,"July 30, 2015",Texas,Houston,8442 Tavenor Lane,1,0,N/A
383907,"July 29, 2015",District of Columbia,Washington,600 block of 46th Pl SE,1,0,N/A
380066,"July 23, 2015",Michigan,Elmira,Tobias Rd,1,0,N/A
376918,"July 17, 2015",Louisiana,Shreveport,200 block of Prospect Street,1,0,N/A
375139,"July 15, 2015",Missouri,Kansas City,3100 block of Spruce,1,0,N/A
369035,"July 5, 2015",Texas,Spring,19000 block of Puget Lane,1,0,N/A
367750,"July 2, 2015",Virginia,Hampton,300 block of West Chamberlin Avenue,1,0,N/A
365252,"June 28, 2015",Michigan,Franklin,12919 Tipton Highway,1,0,N/A
367343,"June 27, 2015",Montana,Saint Marie,308B Willow,1,0,N/A
358722,"June 13, 2015",Texas,Decatur,3695 Co Rd 4010,1,0,N/A
356090,"June 11, 2015",Ohio,Hamilton,709 Gordon Smith Blvd,1,0,N/A
356297,"June 10, 2015",California,Adelanto,1800 block of Bellflower Street,1,0,N/A
354876,"June 9, 2015",Tennessee,Memphis,4300 block of Egyptian Cove,1,0,N/A
350731,"May 30, 2015",Alaska,Ambler,N/A,1,0,N/A
349456,"May 30, 2015",Texas,Abilene,500 block of Washington Street,1,0,N/A
346621,"May 25, 2015",New York,Yonkers,484 Walnut St,1,0,N/A
346085,"May 25, 2015",Virginia,Meherrin,Doswell Town Road,1,0,N/A
348488,"May 25, 2015",South Dakota,Brown (county),N/A,1,0,N/A
346713,"May 23, 2015",Mississippi,Jackson,Glencross Drive,1,0,N/A
341451,"May 16, 2015",California,Perris,140 block of Metz Road,1,0,N/A
340998,"May 15, 2015",Arkansas,Redfield,1107 Huck Finn Blvd,1,0,N/A
333592,"May 3, 2015",Florida,Panama City,1914 Frankford Ave,1,0,N/A
334494,"May 3, 2015",Louisiana,Shreveport,400 block of Pete Harris Drive,1,0,N/A
332486,"April 30, 2015",Georgia,Macon,6381 Thomaston Road,1,0,N/A
331663,"April 29, 2015",Georgia,Augusta,1200 block of Holden Drive,1,0,N/A
325983,"April 18, 2015",Texas,Killeen,3600 block of Del Mar Court,1,0,N/A
321887,"April 12, 2015",Ohio,Cleveland,3700 block of E 63rd St,1,0,N/A
315594,"March 31, 2015",Tennessee,Madison,333 Rio Vista Drive,1,0,N/A
314763,"March 29, 2015",Georgia,Jefferson,300 block of Fairfield Drive,1,0,N/A
576139,"March 19, 2015",Texas,Houston,14425 Alief Clodine Rd,1,0,N/A
309826,"March 19, 2015",Texas,Houston,6301 Sierra Blanca,1,0,N/A
309330,"March 17, 2015",Oklahoma,Comanche,Highway 81,1,0,N/A
306048,"March 13, 2015",Kentucky,Louisville,3400 block of Algonquin Parkway,1,0,N/A
306954,"March 13, 2015",Michigan,Flint,1800 block of Barks Street,1,0,N/A
302177,"March 6, 2015",Tennessee,Nashville,3024 Gwynwood Drive,1,0,N/A
302001,"March 5, 2015",Oregon,Malin,9425 Matney Way,1,0,N/A
302025,"March 4, 2015",Alaska,Shungnak,N/A,1,0,N/A
299613,"March 1, 2015",Texas,Houston,1900 block of Imperial Stone Dr.,1,0,N/A
298259,"February 27, 2015",Texas,Houston,7400 block of Betanna,1,0,N/A
293810,"February 15, 2015",Alabama,Gaylesville,County Road 865,1,2,N/A
291930,"February 10, 2015",Ohio,Dalton,South Mount Eaton Road,1,0,N/A
291784,"February 9, 2015",Louisiana,Lake Charles,Arsene Road,1,0,N/A
281436,"January 21, 2015",Michigan,Benton Harbor,1600 block of Norton St,1,0,N/A
281766,"January 21, 2015",Florida,Tarpon Springs,1094 Misty Hollow Lane,1,0,N/A
274918,"December 31, 2014",Alabama,Montgomery,1700 block of Yarborough Street,1,0,N/A
271090,"December 30, 2014",Idaho,Hayden,550 W Honeysuckle Ave,1,0,N/A
270843,"December 29, 2014",Michigan,Detroit,11200 block of Roxbury St,1,0,N/A
263656,"December 15, 2014",South Carolina,Simpsonville,Garfield Lane,1,0,N/A
259993,"December 6, 2014",Oklahoma,Atoka,Wells St,1,0,N/A
259631,"December 5, 2014",Illinois,Villa Park,18 W 100 block of 14th St,1,0,N/A
226407,"November 28, 2014",Texas,Childress,N/A,1,0,N/A
273773,"November 25, 2014",Texas,Katy,4302 Falcon Meadow,1,0,N/A
224460,"November 24, 2014",Oklahoma,Tulsa,100 block of South 168th East Avenue,1,0,N/A
223284,"November 20, 2014",Indiana,Elkhart,2100 block of Morton Avenue,1,0,N/A
221164,"November 15, 2014",Virginia,Norfolk,800 block of B Avenue,1,0,N/A
217604,"November 8, 2014",Michigan,Detroit,16100 block of Northlawn Ave,1,0,N/A
214681,"November 2, 2014",Ohio,Cincinnati,200 block of Kinsey Avenue,1,0,N/A
209733,"October 22, 2014",Montana,Charlo,Eagle Trail Pass,1,0,N/A
208556,"October 17, 2014",Tennessee,Buchanan,Mt Pleasant Freeland Rd,1,0,N/A
204192,"October 11, 2014",Louisiana,Benton,200 block of Retha Lane,1,0,N/A
196689,"September 25, 2014",Pennsylvania,Saltsburg,2482 Elders Ridge Rd,1,0,N/A
190615,"September 13, 2014",South Carolina,Denmark,East Mill Street,1,0,N/A
186495,"September 5, 2014",Virginia,Richmond,1500 block of Mechanicsville Turnpike,1,0,N/A
180813,"August 25, 2014",Arizona,Willow Beach (White Hills),20606 US 93,1,0,N/A
179605,"August 22, 2014",Illinois,Chicago,4300 block of W Monroe St,1,0,N/A
176452,"August 17, 2014",Tennessee,Clarksville,2600 block of Arthurs Court,1,0,N/A
172724,"August 10, 2014",Tennessee,Sparta,8504 Old Kentucky Rd,1,0,N/A
170718,"August 6, 2014",Oklahoma,Hobart,200 block of Monroe,1,0,N/A
829413,"August 1, 2014",Maryland,Baltimore,3600 block of Old York Rd,1,2,N/A
166721,"July 30, 2014",Idaho,Chubbuck,600 block of Canal Street,1,0,N/A
165871,"July 29, 2014",Kansas,Wichita,500 block of East Lincoln,1,0,N/A
153619,"July 2, 2014",Arizona,Tonopah,S 363rd Ave and W Durango St,1,0,N/A
156580,"July 2, 2014",Alabama,Birmingham (Midfield),N/A,1,0,N/A
145896,"June 1, 2014",Missouri,Joplin,11319  E 32nd St,1,0,N/A
139867,"May 27, 2014",Arizona,Payson,303 S. Ash Street,1,0,N/A
139660,"May 25, 2014",Florida,Homestead,434 NW 8th Ave,1,0,N/A
139703,"May 24, 2014",Texas,Boerne,100 block of Becker St,1,0,N/A
140097,"May 24, 2014",Vermont,Cabot,Vermont 215,1,0,N/A
149454,"May 5, 2014",Georgia,Johnson Corner,N/A,1,0,N/A
132455,"May 3, 2014",Pennsylvania,Dingmans Ferry,123 Keystone Dr,1,0,N/A
131267,"April 29, 2014",Kansas,Wichita,1300 block of North Pennsylvania Avenue,1,0,N/A
130289,"April 28, 2014",North Carolina,Durham,Macon Street and Washington ,1,0,N/A
129639,"April 26, 2014",Indiana,Ligonier,5211 W 1100 N,1,0,N/A
129266,"April 25, 2014",North Carolina,Fayetteville,2101 Hyde Place,1,0,N/A
127835,"April 21, 2014",Iowa,Des Moines,2746 Fleur Dr.,1,0,N/A
126103,"April 17, 2014",South Carolina,Easley,Hasting Road ,1,0,N/A
125298,"April 13, 2014",North Carolina,Charlotte,700 Glasgow Road,1,0,N/A
125272,"April 12, 2014",South Carolina,Gaston,Wild Bird Lane,1,1,N/A
122450,"April 5, 2014",Pennsylvania,Philadelphia,3800 Wallace Street,1,0,N/A
122198,"April 4, 2014",Georgia,Savannah,1400 Church Street ,1,0,N/A
122208,"April 4, 2014",Georgia,Waycross, 4900 Jana Lane,1,0,N/A
121629,"April 3, 2014",Oklahoma,Bokoshe,Buck Creek Road,1,0,N/A
114081,"March 11, 2014",Indiana,Greensburg,1000 block of North Carver Street,1,0,N/A
114371,"March 11, 2014",Oklahoma,Broken Arrow,3500 block of East Aurora,1,0,N/A
113480,"March 10, 2014",Texas,Corsicana,County Rd 3144,1,0,N/A
112251,"March 5, 2014",California,Nuevo,31000 block of Wolfskill Ave,1,0,N/A
112229,"March 5, 2014",Alabama,Mobile,2636Wealthy St,1,0,N/A
111425,"March 1, 2014",Florida,Pensacola,1500 block of Fairfield Dr,1,0,N/A
108727,"February 20, 2014",Georgia,Guyton,1000 block of Zittrouer Rd,1,0,N/A
108145,"February 17, 2014",Arkansas,El Dorado,Shuler Road,1,0,N/A
106855,"February 13, 2014",Florida,Lake Worth,1200 block of North O Street,1,0,N/A
104832,"February 7, 2014",Massachusetts,Boston,617 Morton St.,1,0,N/A
102443,"January 29, 2014",North Carolina,Snow Hill,15 Letchworth Drive,1,0,N/A
106683,"January 11, 2014",Arkansas,Bono,1187 Greene Rd 336,1,0,N/A
92563,"January 1, 2014",Mississippi,Bogue Chitto,1347 Brumfield Rd SW,1,0,N/A
